analysis_level,provider,run_name,requested_model,prompt_variant,evaluation_scope,target_family,valid_prediction_n,reference_positive_n,reference_negative_n,predicted_positive_n,accuracy,recall,precision,f1,specificity,auroc,auroc_flag,tn,fp,fn,tp,threshold,expected_n,prediction_coverage,document,target_labeler,label_source_type,threshold_mode
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,new_gold_test_only__drop_kyle_only,new_gold,68,41,27,52,0.6029411764705882,0.8048780487804879,0.6346153846153846,0.7096774193548387,0.2962962962962963,0.6513098464317977,,8,19,8,33,0.06,68,1.0,,,priority_gold_original_labeler,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,old_gold_test_only,old_gold,76,54,22,55,0.6447368421052632,0.7592592592592593,0.7454545454545455,0.7522935779816514,0.36363636363636365,0.6064814814814814,,8,14,13,41,0.06,76,1.0,,,priority_gold_original_labeler,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,old_gold_test_only__drop_kyle_only,old_gold,68,49,19,52,0.6617647058823529,0.7959183673469388,0.75,0.7722772277227723,0.3157894736842105,0.6154672395273899,,6,13,10,39,0.06,68,1.0,,,priority_gold_original_labeler,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,pooled_coder_labels,pooled_coder_decisions,122,90,32,94,0.6721311475409836,0.8,0.7659574468085106,0.782608695652174,0.3125,0.6413194444444446,,10,22,18,72,0.06,122,1.0,,,individual_coder,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_no_checklist,pooled_coder_labels__drop_kyle_only,pooled_coder_decisions,114,85,29,91,0.6842105263157895,0.8235294117647058,0.7692307692307693,0.7954545454545454,0.27586206896551724,0.6476673427991887,,8,21,15,70,0.06,114,1.0,,,individual_coder,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_with_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,76,46,30,47,0.6447368421052632,0.717391304347826,0.7021276595744681,0.7096774193548387,0.5333333333333333,0.6797101449275362,,16,14,13,33,0.06,76,1.0,,,priority_gold_original_labeler,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_with_checklist,all_paragraphs_new_gold_unlabeled_no__drop_kyle_only,full_corpus_assumed_negative,68,41,27,44,0.6617647058823529,0.7560975609756098,0.7045454545454546,0.7294117647058823,0.5185185185185185,0.7100271002710028,,14,13,10,31,0.06,68,1.0,,,priority_gold_original_labeler,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_with_checklist,labeler_anmol,individual_coder,53,39,14,38,0.6792452830188679,0.7692307692307693,0.7894736842105263,0.7792207792207793,0.42857142857142855,0.6712454212454213,,6,8,9,30,0.06,53,1.0,,,individual_coder,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_with_checklist,labeler_anmol__drop_kyle_only,individual_coder,53,39,14,38,0.6792452830188679,0.7692307692307693,0.7894736842105263,0.7792207792207793,0.42857142857142855,0.6712454212454213,,6,8,9,30,0.06,53,1.0,,,individual_coder,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_with_checklist,labeler_kyle,individual_coder,51,46,5,33,0.7058823529411765,0.6956521739130435,0.9696969696969697,0.810126582278481,0.8,0.7456521739130435,,4,1,14,32,0.06,51,1.0,,,individual_coder,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_with_checklist,labeler_kyle__drop_kyle_only,individual_coder,43,41,2,30,0.7441860465116279,0.7317073170731707,1.0,0.8450704225352113,1.0,0.7865853658536586,,2,0,11,30,0.06,43,1.0,,,individual_coder,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_with_checklist,labeler_prerana,individual_coder,18,5,13,4,0.9444444444444444,0.8,1.0,0.8888888888888888,1.0,0.8153846153846154,,13,0,1,4,0.32,18,1.0,,,individual_coder,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_with_checklist,labeler_prerana__drop_kyle_only,individual_coder,18,5,13,4,0.9444444444444444,0.8,1.0,0.8888888888888888,1.0,0.8153846153846154,,13,0,1,4,0.32,18,1.0,,,individual_coder,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_with_checklist,new_gold_test_only,new_gold,76,46,30,47,0.6447368421052632,0.717391304347826,0.7021276595744681,0.7096774193548387,0.5333333333333333,0.6797101449275362,,16,14,13,33,0.06,76,1.0,,,priority_gold_original_labeler,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_with_checklist,new_gold_test_only__drop_kyle_only,new_gold,68,41,27,44,0.6617647058823529,0.7560975609756098,0.7045454545454546,0.7294117647058823,0.5185185185185185,0.7100271002710028,,14,13,10,31,0.06,68,1.0,,,priority_gold_original_labeler,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_with_checklist,old_gold_test_only,old_gold,76,54,22,47,0.6710526315789473,0.7037037037037037,0.8085106382978723,0.7524752475247525,0.5909090909090909,0.6906565656565657,,13,9,16,38,0.06,76,1.0,,,priority_gold_original_labeler,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_with_checklist,old_gold_test_only__drop_kyle_only,old_gold,68,49,19,44,0.6911764705882353,0.7346938775510204,0.8181818181818182,0.7741935483870968,0.5789473684210527,0.7099892588614393,,11,8,13,36,0.06,68,1.0,,,priority_gold_original_labeler,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_with_checklist,pooled_coder_labels,pooled_coder_decisions,122,90,32,82,0.6721311475409836,0.7333333333333333,0.8048780487804879,0.7674418604651163,0.5,0.6800347222222222,,16,16,24,66,0.06,122,1.0,,,individual_coder,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_no_examples_with_checklist,pooled_coder_labels__drop_kyle_only,pooled_coder_decisions,114,85,29,79,0.6842105263157895,0.7529411764705882,0.810126582278481,0.7804878048780488,0.4827586206896552,0.689655172413793,,14,15,21,64,0.06,114,1.0,,,individual_coder,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,76,46,30,40,0.631578947368421,0.6304347826086957,0.725,0.6744186046511628,0.6333333333333333,0.6130434782608695,,19,11,17,29,0.18,76,1.0,,,priority_gold_original_labeler,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no__drop_kyle_only,full_corpus_assumed_negative,68,41,27,37,0.6470588235294118,0.6585365853658537,0.7297297297297297,0.6923076923076923,0.6296296296296297,0.6458897922312556,,17,10,14,27,0.18,68,1.0,,,priority_gold_original_labeler,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,labeler_anmol,individual_coder,53,39,14,43,0.6226415094339622,0.7948717948717948,0.7209302325581395,0.7560975609756098,0.14285714285714285,0.5769230769230769,,2,12,8,31,0.06,53,1.0,,,individual_coder,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,labeler_anmol__drop_kyle_only,individual_coder,53,39,14,43,0.6226415094339622,0.7948717948717948,0.7209302325581395,0.7560975609756098,0.14285714285714285,0.5769230769230769,,2,12,8,31,0.06,53,1.0,,,individual_coder,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,labeler_kyle,individual_coder,51,46,5,38,0.6470588235294118,0.717391304347826,0.868421052631579,0.7857142857142857,0.0,0.6413043478260869,,0,5,13,33,0.06,51,1.0,,,individual_coder,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,labeler_kyle__drop_kyle_only,individual_coder,43,41,2,33,0.7209302325581395,0.7560975609756098,0.9393939393939394,0.8378378378378378,0.0,0.6951219512195121,,0,2,10,31,0.06,43,1.0,,,individual_coder,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,labeler_prerana,individual_coder,18,5,13,5,0.8888888888888888,0.8,0.8,0.8,0.9230769230769231,0.8307692307692308,,12,1,1,4,0.3,18,1.0,,,individual_coder,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,labeler_prerana__drop_kyle_only,individual_coder,18,5,13,5,0.8888888888888888,0.8,0.8,0.8,0.9230769230769231,0.8307692307692308,,12,1,1,4,0.3,18,1.0,,,individual_coder,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,new_gold_test_only,new_gold,76,46,30,40,0.631578947368421,0.6304347826086957,0.725,0.6744186046511628,0.6333333333333333,0.6130434782608695,,19,11,17,29,0.18,76,1.0,,,priority_gold_original_labeler,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,new_gold_test_only__drop_kyle_only,new_gold,68,41,27,37,0.6470588235294118,0.6585365853658537,0.7297297297297297,0.6923076923076923,0.6296296296296297,0.6458897922312556,,17,10,14,27,0.18,68,1.0,,,priority_gold_original_labeler,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,old_gold_test_only,old_gold,76,54,22,57,0.618421052631579,0.7592592592592593,0.7192982456140351,0.7387387387387387,0.2727272727272727,0.6115319865319865,,6,16,13,41,0.06,76,1.0,,,priority_gold_original_labeler,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,old_gold_test_only__drop_kyle_only,old_gold,68,49,19,52,0.6617647058823529,0.7959183673469388,0.75,0.7722772277227723,0.3157894736842105,0.6353383458646615,,6,13,10,39,0.06,68,1.0,,,priority_gold_original_labeler,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,pooled_coder_labels,pooled_coder_decisions,122,90,32,94,0.6065573770491803,0.7555555555555555,0.723404255319149,0.7391304347826086,0.1875,0.617013888888889,,6,26,22,68,0.06,122,1.0,,,individual_coder,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_no_checklist,pooled_coder_labels__drop_kyle_only,pooled_coder_decisions,114,85,29,89,0.631578947368421,0.7764705882352941,0.7415730337078652,0.7586206896551724,0.20689655172413793,0.630628803245436,,6,23,19,66,0.06,114,1.0,,,individual_coder,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,76,46,30,52,0.7105263157894737,0.8260869565217391,0.7307692307692307,0.7755102040816326,0.5333333333333333,0.7166666666666667,,16,14,8,38,0.06,76,1.0,,,priority_gold_original_labeler,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,all_paragraphs_new_gold_unlabeled_no__drop_kyle_only,full_corpus_assumed_negative,68,41,27,49,0.7352941176470589,0.8780487804878049,0.7346938775510204,0.8,0.5185185185185185,0.7533875338753387,,14,13,5,36,0.06,68,1.0,,,priority_gold_original_labeler,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,labeler_anmol,individual_coder,53,39,14,43,0.7735849056603774,0.8974358974358975,0.813953488372093,0.8536585365853658,0.42857142857142855,0.6868131868131869,,6,8,4,35,0.06,53,1.0,,,individual_coder,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,labeler_anmol__drop_kyle_only,individual_coder,53,39,14,43,0.7735849056603774,0.8974358974358975,0.813953488372093,0.8536585365853658,0.42857142857142855,0.6868131868131869,,6,8,4,35,0.06,53,1.0,,,individual_coder,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,labeler_kyle,individual_coder,51,46,5,40,0.8431372549019608,0.8478260869565217,0.975,0.9069767441860465,0.8,0.8456521739130434,,4,1,7,39,0.05,51,1.0,,,individual_coder,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,labeler_kyle__drop_kyle_only,individual_coder,43,41,2,37,0.9069767441860465,0.9024390243902439,1.0,0.9487179487179487,1.0,0.9329268292682926,,2,0,4,37,0.05,43,1.0,,,individual_coder,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,labeler_prerana,individual_coder,18,5,13,5,0.8888888888888888,0.8,0.8,0.8,0.9230769230769231,0.8384615384615384,,12,1,1,4,0.24,18,1.0,,,individual_coder,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,labeler_prerana__drop_kyle_only,individual_coder,18,5,13,5,0.8888888888888888,0.8,0.8,0.8,0.9230769230769231,0.8384615384615384,,12,1,1,4,0.24,18,1.0,,,individual_coder,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,new_gold_test_only,new_gold,76,46,30,52,0.7105263157894737,0.8260869565217391,0.7307692307692307,0.7755102040816326,0.5333333333333333,0.7166666666666667,,16,14,8,38,0.06,76,1.0,,,priority_gold_original_labeler,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,new_gold_test_only__drop_kyle_only,new_gold,68,41,27,49,0.7352941176470589,0.8780487804878049,0.7346938775510204,0.8,0.5185185185185185,0.7533875338753387,,14,13,5,36,0.06,68,1.0,,,priority_gold_original_labeler,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,old_gold_test_only,old_gold,76,54,22,52,0.7368421052631579,0.7962962962962963,0.8269230769230769,0.8113207547169812,0.5909090909090909,0.6906565656565656,,13,9,11,43,0.06,76,1.0,,,priority_gold_original_labeler,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,old_gold_test_only__drop_kyle_only,old_gold,68,49,19,49,0.7647058823529411,0.8367346938775511,0.8367346938775511,0.8367346938775511,0.5789473684210527,0.7110633727175081,,11,8,8,41,0.06,68,1.0,,,priority_gold_original_labeler,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,pooled_coder_labels,pooled_coder_decisions,122,90,32,94,0.7704918032786885,0.8666666666666667,0.8297872340425532,0.8478260869565217,0.5,0.7456597222222222,,16,16,12,78,0.05,122,1.0,,,individual_coder,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,codebook_with_examples_with_checklist,pooled_coder_labels__drop_kyle_only,pooled_coder_decisions,114,85,29,91,0.7894736842105263,0.8941176470588236,0.8351648351648352,0.8636363636363636,0.4827586206896552,0.7592292089249493,,14,15,9,76,0.05,114,1.0,,,individual_coder,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,76,46,30,49,0.5921052631578947,0.6956521739130435,0.6530612244897959,0.6736842105263158,0.43333333333333335,0.5894927536231883,,13,17,14,32,0.08,76,1.0,,,priority_gold_original_labeler,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,all_paragraphs_new_gold_unlabeled_no__drop_kyle_only,full_corpus_assumed_negative,68,41,27,47,0.5882352941176471,0.7317073170731707,0.6382978723404256,0.6818181818181818,0.37037037037037035,0.5984643179765131,,10,17,11,30,0.08,68,1.0,,,priority_gold_original_labeler,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,labeler_anmol,individual_coder,53,39,14,38,0.6415094339622641,0.7435897435897436,0.7631578947368421,0.7532467532467533,0.35714285714285715,0.608974358974359,,5,9,10,29,0.08,53,1.0,,,individual_coder,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,labeler_anmol__drop_kyle_only,individual_coder,53,39,14,38,0.6415094339622641,0.7435897435897436,0.7631578947368421,0.7532467532467533,0.35714285714285715,0.608974358974359,,5,9,10,29,0.08,53,1.0,,,individual_coder,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,labeler_kyle,individual_coder,51,46,5,32,0.6862745098039216,0.6739130434782609,0.96875,0.7948717948717948,0.8,0.6847826086956522,,4,1,15,31,0.08,51,1.0,,,individual_coder,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,labeler_kyle__drop_kyle_only,individual_coder,43,41,2,30,0.6976744186046512,0.7073170731707317,0.9666666666666667,0.8169014084507042,0.5,0.6341463414634146,,1,1,12,29,0.08,43,1.0,,,individual_coder,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,labeler_prerana,individual_coder,18,5,13,5,0.8888888888888888,0.8,0.8,0.8,0.9230769230769231,0.8461538461538463,,12,1,1,4,0.5,18,1.0,,,individual_coder,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,labeler_prerana__drop_kyle_only,individual_coder,18,5,13,5,0.8888888888888888,0.8,0.8,0.8,0.9230769230769231,0.8461538461538463,,12,1,1,4,0.5,18,1.0,,,individual_coder,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only,new_gold,76,46,30,49,0.5921052631578947,0.6956521739130435,0.6530612244897959,0.6736842105263158,0.43333333333333335,0.5894927536231883,,13,17,14,32,0.08,76,1.0,,,priority_gold_original_labeler,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,new_gold_test_only__drop_kyle_only,new_gold,68,41,27,47,0.5882352941176471,0.7317073170731707,0.6382978723404256,0.6818181818181818,0.37037037037037035,0.5984643179765131,,10,17,11,30,0.08,68,1.0,,,priority_gold_original_labeler,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,old_gold_test_only,old_gold,76,54,22,49,0.6710526315789473,0.7222222222222222,0.7959183673469388,0.7572815533980582,0.5454545454545454,0.640993265993266,,12,10,15,39,0.08,76,1.0,,,priority_gold_original_labeler,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,old_gold_test_only__drop_kyle_only,old_gold,68,49,19,47,0.6764705882352942,0.7551020408163265,0.7872340425531915,0.7708333333333334,0.47368421052631576,0.6450053705692803,,9,10,12,37,0.08,68,1.0,,,priority_gold_original_labeler,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,pooled_coder_labels,pooled_coder_decisions,122,90,32,83,0.6311475409836066,0.7111111111111111,0.7710843373493976,0.7398843930635838,0.40625,0.5881944444444445,,13,19,26,64,0.08,122,1.0,,,individual_coder,model_scope_optimized_in_sample
model_label_source_type,openai,openai_gpt_5_6_terra_low,gpt-5.6-terra,direct_target_only,pooled_coder_labels__drop_kyle_only,pooled_coder_decisions,114,85,29,81,0.631578947368421,0.7294117647058823,0.7654320987654321,0.7469879518072289,0.3448275862068966,0.581947261663286,,10,19,23,62,0.08,114,1.0,,,individual_coder,model_scope_optimized_in_sample
model_document_labeler,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,6,2,4,6,0.3333333333333333,1.0,0.3333333333333333,0.5,0.0,1.0,,0,4,0,2,0.05,6,1.0,EPA,anmol,,model_scope_optimized_in_sample
model_document_labeler,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,4,2,2,4,0.5,1.0,0.5,0.6666666666666666,0.0,0.25,,0,2,0,2,0.05,4,1.0,EPA,kyle,,model_scope_optimized_in_sample
model_document_labeler,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,12,1,11,12,0.08333333333333333,1.0,0.08333333333333333,0.15384615384615385,0.0,0.36363636363636365,,0,11,0,1,0.05,12,1.0,EPA,prerana,,model_scope_optimized_in_sample
model_document_labeler,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,28,22,6,28,0.7857142857142857,1.0,0.7857142857142857,0.88,0.0,0.6477272727272728,,0,6,0,22,0.05,28,1.0,ERP Report,anmol,,model_scope_optimized_in_sample
model_document_labeler,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,3,3,0,3,1.0,1.0,1.0,1.0,,,single_reference_class,0,0,0,3,0.05,3,1.0,GAO,anmol,,model_scope_optimized_in_sample
model_document_labeler,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,4,3,1,4,0.75,1.0,0.75,0.8571428571428571,0.0,0.5,,0,1,0,3,0.05,4,1.0,GAO,kyle,,model_scope_optimized_in_sample
model_document_labeler,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,9,5,4,9,0.5555555555555556,1.0,0.5555555555555556,0.7142857142857143,0.0,0.675,,0,4,0,5,0.05,9,1.0,Hurricane Katrina,anmol,,model_scope_optimized_in_sample
model_document_labeler,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,2,0,2,2,0.0,0.0,0.0,0.0,0.0,,single_reference_class,0,2,0,0,0.05,2,1.0,Hurricane Katrina,unassigned_human_labeler,,model_scope_optimized_in_sample
model_document_labeler,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,7,7,0,7,1.0,1.0,1.0,1.0,,,single_reference_class,0,0,0,7,0.05,7,1.0,PAR,anmol,,model_scope_optimized_in_sample
model_document_labeler,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no,full_corpus_assumed_negative,1,1,0,1,1.0,1.0,1.0,1.0,,,single_reference_class,0,0,0,1,0.05,1,1.0,PAR,prerana,,model_scope_optimized_in_sample
model_document_labeler,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no__drop_kyle_only,full_corpus_assumed_negative,6,2,4,6,0.3333333333333333,1.0,0.3333333333333333,0.5,0.0,1.0,,0,4,0,2,0.15,6,1.0,EPA,anmol,,model_scope_optimized_in_sample
model_document_labeler,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no__drop_kyle_only,full_corpus_assumed_negative,12,1,11,11,0.16666666666666666,1.0,0.09090909090909091,0.16666666666666666,0.09090909090909091,0.36363636363636365,,1,10,0,1,0.15,12,1.0,EPA,prerana,,model_scope_optimized_in_sample
model_document_labeler,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no__drop_kyle_only,full_corpus_assumed_negative,28,22,6,28,0.7857142857142857,1.0,0.7857142857142857,0.88,0.0,0.6477272727272728,,0,6,0,22,0.15,28,1.0,ERP Report,anmol,,model_scope_optimized_in_sample
model_document_labeler,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no__drop_kyle_only,full_corpus_assumed_negative,3,3,0,3,1.0,1.0,1.0,1.0,,,single_reference_class,0,0,0,3,0.15,3,1.0,GAO,anmol,,model_scope_optimized_in_sample
model_document_labeler,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no__drop_kyle_only,full_corpus_assumed_negative,9,5,4,9,0.5555555555555556,1.0,0.5555555555555556,0.7142857142857143,0.0,0.675,,0,4,0,5,0.15,9,1.0,Hurricane Katrina,anmol,,model_scope_optimized_in_sample
model_document_labeler,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no__drop_kyle_only,full_corpus_assumed_negative,2,0,2,2,0.0,0.0,0.0,0.0,0.0,,single_reference_class,0,2,0,0,0.15,2,1.0,Hurricane Katrina,unassigned_human_labeler,,model_scope_optimized_in_sample
model_document_labeler,anthropic,anthropic_claude_haiku_4_5,claude-haiku-4-5-20251001,codebook_no_examples_no_checklist,all_paragraphs_new_gold_unlabeled_no__drop_kyle_only,full_corpus_assumed_negative,7,7,0,7,1.0,1.0,1.0,1.0,,,single_reference_class,0,0,0,7,0.15,7,1.0,PAR,anmol,,model_scope_optimized_in_sample
